,location,date,word_count,latitude,longitude,source,source_id,description,country,shape_class
81460,5215128,2015-07-04 21:30:00,61.0,39.80832,-104.93387,1.0,67699,"{dr}5 objects moving radically and unnatural appeared from no where high in the sky moved around most left and one stood around just hovering at a higher elevation.

a group of 4 witnessed this from rocky mountain arsenal in commerce city. The group of 5-6 lights moved radially than most dissipated and one stuck around just hovering high up. 

[link removed/CMS/dr]",US,
13579,5231684,2020-12-16 18:00:00,143.0,42.81447,-83.78245,1.0,112772,"Round ball of light very fast.

I was driving home from Linden headed North on Linden Rd. It was lightly snowing. No cars were infront of me or behind me in my lane. Other cars were in the southbound lane. It was dark. I was approaching a side street and a bright light appeared that my mind thought was a headlight. The light then had a round/oval orb in the middle that was very bright and a tail that was lower intensity but still bright. This continued across Linden Rd 10-15 feet infront of me. It was so fast if I was not driving focused on the snowy roads I would not have seen it. I turned to see what it was and there was no trace of it in the open grass across the street. The trajectory was straight and very fast.",US,
296051,5207471,1950-03-17 12:00:00,1.0,-10.0,-55.0,4.0,014617,,BR,
234312,5244974,1989-11-17 07:30:00,300.0,19.72417,-90.66694,2.0,S36337,"A circular shaped craft emiting three amber rays under it slowly hovering silently over the houses of the neighborhood .

I perceived it first as 3 beam of amber lights coming from the north over the hills towards me coming down at a 45 degree angle. I was on the side of the hill which is filled with houses all the way to the top and around. Before the craft came howering over the houses I called my family who were in my sister-in-law's home; by the time they all gathered to see, the craft had dipped a little below the houses in top of the hill (who is aproximately 500 ft. high). The craft made a turn at a very slow speed and went towards the left (west) parrallel to the hill. My wife, sister-in-law, and my two kids saw it perfectly well in front of us at a height of about 300 ft. It didn't make any noise, and I perfectly saw the three rays of lignts on the bottom of the craft inside this round hole on the center of the bottom. The craft looked identical to saucers that have been drawn or fotografed before. It was night but we could clearly see its dome shape siluate and bottom because of the light of the city.

My kids noticed many blue colored windows. There were neighbors on the other side of the street in front who were talking together in a circle who didn't noticed it even though it went by very slowly until it disapeared behind the same hill over the houses not far from our house. Many sightings were seen by many people even during the day months around this time.

((NUFORC Note: Witness elects to remain totally anonymous. PD))
Shape: Disk
Duration: 1 minute",MX,
97486,5513668,2014-06-25 22:45:00,126.0,37.25022,-119.75126,1.0,57376,"{rjl} glowing orb light in triangular pattern over Murrieta area

Out feeding horses late and looked up near the treeline to see leave round lights were none have ever been before. Three lights appeared in triangle pattern. large glowing orange Orbs flashed and twinkled like stars or flame. moved into flat line pattern. started to have lights go out into one. Then back to two and finally back to three. This went on for quite some time. Then they were gone.  After a few minutes 12 lights appeared in a large oval like mass. This lasted a minute or so then they disappeared. Got in truck to see if they were from a work site or something to make us feel better. . No such luck.",US,
218291,5188387,1998-06-25 22:18:00,406.0,32.31232,-106.77834,2.0,S04201,"My father and i were driving home from El Paso, Texas, to Las Cruses, New Mexico. Half way to las cruses, (which is about a 30 min. drive) we spotted a shining light about 1000 feet in the sky, coming over us. 

As we watched the light, the light grew from 1 light, to 2 lights, and then into 4 lights. The crafts were moving silently over the mountains. finally about 3 minutes later, the lights went over the mountains,and we could no longer see them any longer. The lights looked as though there were 2 on top, and 2 on bottom. The two on top were close together, and the 2 on bottom were further apart, almost like a small pyramid. The lights were very bright.

my father and i were driving home from el paso, texas, to las cruses new mexico. half way to las cruses,(which is about a 30 min. drive) we spotted a shining light about 1000 feet in the sky, coming over us. As we watched the light, the light grew from 1 light, to 2 lights, and then into 4 lights. the crafts were moving silently over the mountains. finally about 3 minutes later, the lights went over the mountains, and we could no longer see them any longer. the lights looked as though there were 2 on top, and 2 on the bottom. the 2 on top were close together, and the 2 on bottom were further apart. almost like a small pyramid. the lights were very bright. it was pitch dark outside, so i couldn't see any objects beside the four lights. the only other things i could see outside was the mountain range, and the road we were driving on. the mountain range was red rock, as most mountains in new mexico are. The lights that we saw, were round. they were very bright, almost like extra bright spotlights. The color of the lights was a yellow or shining color. the background of my father,(the other witness besides me)is that he is an ex-soldier in the army. he doesn't believe thy were ufo's, but rather some kind of secret millitary aircraft. my father is the type that believes everything the government says. my own background is, i'm 15, what other information do you need to know?
Shape: Circle
Duration: 3 minutes
Characteristics: There were lights on the object, The object emitted other objects, The object emitted beams",US,
212486,5210542,1999-10-05 15:00:00,227.0,32.75042,-83.50018,2.0,S10211,"This is a bit new to me, but I thought I had to tell you about somthing I saw recently on a flight from Los Angeles to Atlanta. I play in a rockband who had recently been playing a few gigs in Hollywood. On the Morning of 5th October 1999 we left LAX on the Delta airlines flight to Atlanta at apprx 12.00 midday. We had been in the air about 3 hours and with their being some room by the window, myself and our Drummer went to sit at the window. It was a very good clear day and we could see the ground,( don't know where abouts we were though ) all of a sudden I saw a disk moving very fast accross the horizon. I KNOW it was not a plane as it had no tail fin. I proded Marek, the Drummer, who looked out. His response was "" what the hell is that"". I know that a few other people must have seen it, however no one really seemed bothered. It really spooked me that it was so close to the aircraft I was in. I didn't think much about it, until I got home to England. I really want to know what it was. All I know is that it was NOT a plane. ((name and URL deleted))
Shape: Cigar
Duration: 30seconds",US,
48281,5236883,2018-01-25 18:25:00,136.0,39.73034,-83.39353,2.0,S138612,"Bright orange lights over Bethel Ohio

I was driving to a school event on Thursday 1/25/2018, when I noticed three orange lights in the sky. They would move along, and then stop. When theu stopped the first time, one of the lights just went out, when it re-appeared it was closer to one of the other lights. 

Then a fourth light appeared, as if coming out of one of the other lights. 

They move up and back in the sky then just disappeared. 

These lights were orange in color and sphere shaped. I sat there in the parking lot I had pulled into, waiting to see if they would reappear, and they did not.
Shape: Sphere
Duration: ~1 minute
Characteristics: The object emitted other objects, There were aircraft in the vicinity or aircraft chasing the object",US,
44781,5192246,2018-06-18 20:45:00,183.0,35.61801,-118.47314,1.0,93326,"{jpg} I missed my turn and began heading up HWY 178 in the weong direction. After approx 4 miles, I turned and headed back towards the lake. I noted two stars, or what I thought were stars. One just beneath the other. The lwo

I cannot explain what exactly this was. As I turned around, having missed my turn towards Kernville, Ca, I noted two stars quite a way up, with the mountains to either side. I thought they were both stars , but then the one on the bottom dropped...only not slowly. It moved fast and straight down and out of site. It wasn't blinking and did not have a tail and it moved much quicker than any shooting star I have ever seen. Straight down from where it hovered beneath the other ""star_ and out of sight behind the mountain.
I was facing s-sw of the lake.
Both objects appeared round in shape and the other remained static just as it was.
As I made my way around the mountains I saw nothing further. I saw nothing over the lake either.",US,
183450,5561499,2005-07-26 21:10:00,236.0,34.5003,-111.50098,1.0,3628,"It started off with 3 yellow lights in perfect horizontal alingment for appox. 5 to 7 min. then one by one the light disapears then in a line right above 4 simular lights appeared and remained for appox.7 min.

I was out on the south facing 3rd floor balcony smoking when I happen to notice the 3 lights hovering, I keep binoc's on the balcony for various occasions, After watch the lights for a couple of min's, I used the binocs to see if i could get a better view, but the power was too low. After Appox.3 mins.one by one, starting at far left, I belive, the light faded quickly one after the other.
 After appox.35 to45 secs. another row of lights appeared directly above the first line only this time there were 4 lights instead of 3... these lights lasted appox. 4 to 5 mins. then reapeted the same process of distinguising, one after the other.

 As a note that may or may not be relitive, after the last lights went out, at the ten o-clock position- relitive to the other lights- for a brief flash, there was a light the same color as the others that appeared to be moving off towards the south-east, this light was visible for only a flash, but I have grown around aircraft and had a father who worked with NASA so I belive when something is ODD.",US,
144231,5197463,2011-06-25 00:00:00,117.0,32.8795,-111.75735,1.0,29744,"Had just finished shift as night watchman - saw a

Time was closer to Midnight Sat/Sun AM; as I drove home (night watchman/security) I noticed a giant birdlike UFO. Object was WEIRD, and glided over the area at tree-top level w/out a sound. The craft travlled about 15mph tops. No known reason to appear. As it flew over a nieghbr's house - it occured the object may have an appendage - but the center was such that it's center was 6ft and it's distance above a cattle farm. Eventually lost sight of the craft after 30 secs or so. This is thired UFO sighting since childhood. Felt excited during the vision. Also, I'm a paranormal group investigator.",US,
9866,5196808,2021-05-19 09:03:00,100.0,43.0389,-87.90647,1.0,121629,"Scary and I don’t share the story to anyone we just left the situation alone

This situation was Scary and I don’t share the story to anyone we just left the situation alone due to us not being able to comprehend what we’ve seen ! It became a more serious situation when the police showed up and no we didn’t call them . The police apparently seen what we seen they didn’t question us nor get out of the vehicle they stopped for about 5 minutes and left had me even more questioned was that even a real police vehicle",US,
16767,5190637,2020-08-28 10:19:00,66.0,30.41131,-88.82781,2.0,S159097,"rectangular/ diamond shaped UFO over south pointe

The UFO was spotted Friday August 28, 2020 at 10:19 AM. The image was spotted from the South Pointe neighborhood in Ocean Springs, MS, facing North. The image was captured on a mobile device. The image was silver and rectangular/ diamond shaped . It appeared large even though it was a good distance away.
Shape: Rectangle
Duration: 11 seconds",US,
52604,5201601,2017-09-16 21:15:00,178.0,44.51916,-88.01983,2.0,S136199,"Multiple red lights moving across the sky in what looked like a formation.

At about 9:00 PM, on the night of 9/16/2017, as I walked onto my deck, I noticed red lights in the sky moving North. They looked like red orbs with a less prominent white light at the bottom. They emerged from a cloud in a straight line either two or three side by side. They disappeared after entering another cloud. It looked like a caravan of some kind. 

Sometimes there would be a gap in the formation and sometimes only one light would emerge from the cloud. The last one I saw was a single light. This went on for about 15 minutes and there had to be over twenty or thiry of these lights. 

They were moving at about the altitude and speed (maybe a little slower) of a small aircraft. They were flying into the flight path of landing aircraft and I was glad no aircraft were landing at that time.
Shape: Oval
Duration: 15 minutes
Characteristics: There were lights on the object",US,
66363,5494039,2016-07-25 22:54:00,183.0,34.29081,-91.37491,1.0,77934,"{jpg} Small starlike orange glowing orb

Well I was in a car heading home with my mom, but she had to stop to get some rest because she was very tired. So she pulled over and went to sleep. I have always been interested in space, so I decided to look at some stars through the window. When all of the sudden this orange glowing sphere started to move towards the south. I looked away to grab my phone and take a picture, but when I turned back around the orb started to move north. When I first saw this ufo I knew automatically what it was because I have always believed in stuff like that.....I mean we couldn't be the only ones in the entire universe. So anyway the glowing sphere was still moving north when all of the sudden I heard this kind of rumble or pulsating sound. I mean I admit to being shocked to see something like that. I really have no feeling for it besides being excited. The object disappeared as I watched it descend behind the trees.",US,
164643,5378070,2008-11-08 00:00:00,172.0,40.16706,-74.49987,1.0,14890,"The weirdest thing I ever witnessed but I believe it to be a UFO.

I was sitting on my balcony as I always do to smoke a black and Mild cigar and I remember being on the phone as I looked in the sky I noticed this bright star-like object but some what bigger of course cause it was closer in distance. I froze, It seemed to be flashing, it sped away to a roof top across the way, stopped for about 7 seconds and disappeared into thin air. I couldn't believe my eyes. It took me a minute to adjust, I started banging on the sliding balcony doors calling for my fiance I told him what I had seen but of course he was in disbelief. That is until we heard from two other people that we knew in the apartment complex that they had witnessed the same thing. Oh yeah, I hung up on the person I was speaking to out of reaction. I couldn't believe what I was seeing.",US,
101209,5188415,2014-04-03 20:00:00,98.0,33.44838,-112.07404,2.0,S108318,"It was kinda interesting to see.

i was looking towards western sky on my porch when i notice a big red ball of light towards the north the light was bout half mile from my location 

i ran inside grab my cam took a pic of it its reg cam this happened around 8 pm. 

it lasted for bout 2-4 mins than vanish it was bout 500ft above the ground.
Shape: Light
Duration: 2-4 minutes
Characteristics: There were lights on the object, The object left a trail, There were aircraft in the vicinity or aircraft chasing the object",US,
20454,5264739,2020-05-21 13:57:00,134.0,40.56233,-74.13986,1.0,109157,"Unknown object seen from Staten Island

I was sitting in my backyard in New Brighton, Staten Island, at 14:00 on May 21, 2020 looking at a chemtrail over New Jersey, when i noticed something higher in the sky. The object was stationary.  I went inside my house grabbed my iPhone and 10x50 Minox binoculars. I took a flurry of photos and I then observed the object with my 10X50s. The object appeared to be a yellowish gold in the middle, with two whitish sections on either side and appeared to be slowly rotating. I think the object was over Newark Airport, which lies in the direction of where I was looking. I went into the house and when I came out, the object was gone. The whole sighting was about 10 minutes or less.",US,
178934,5190020,2006-06-28 23:00:00,56.0,34.14778,-118.14452,2.0,S51162,"very fast object over pasadena,ca

i was looking up at the stars and i noticed that one of the stars was moving quite fast. i called my mom over and asked her if that was a shooting star. then the star started to turn and dissapeard.
Shape: Unknown
Duration: home
Characteristics: The object emitted other objects",US,
198825,5188731,2002-10-11 13:25:00,282.0,39.52963,-119.8138,2.0,S25519,"A small white sphere which stopped, hovered for 5 minutes, then took off and disapeared.

I was walking my dog just before the sighting and looked at my watch and it was either 1:35 or 2:35 pm. He distracted me and forgot to check again. I was looking almost straight up while watching a white jet lay a ""chemtrail"" going from north to south. It passed overhead and slightly behind it I noticed movement. I saw a small white sphere at high altitude going about half the speed of the jet. It was travelling east to west. It moved much like a satelite looks at night. When it was almost staight overhead it seemed to slow down. It came to a dead stop almost directly overhead and stayed there about 5-10 minutes. I ran into my apartment and grabbed a cheap disposable camera and took a picture. Then I ran back in and grabbed my binoculars. The sphere was still overhead and I tried once to spot it thru the binoculars but failed. I found it again but before I could bring them up to my eyes the sphere started moving west again. It picked up speed for a short way then blinked in and out of my vision about three times and disapeared. It was a clear blue sky where it was located and I was looking north. It stopped shortly after crossing the north to south chemtrail and seemed to be at a much higher altitude. Size: if I held my hand out at arms length it would be about1/3-1/2 the with of my fingernail.
Shape: Sphere
Duration: 10 minutes
Characteristics: There was an aura or haze around the object",US,
288221,5202340,1955-02-15 12:00:00,3.0,43.00035,-75.4999,7.0,BB-3431,"photo

Result: Reflection",US,
92711,5293125,2014-09-14 22:55:00,81.0,,,2.0,S113558,"Strange light falling from the sky.

Walking outside and witnessed a very bright teardrop with a tail on it dropped from the sky. This was very large and bright. 

It was a clear night and the object disappeared when it reached ground level. Trees were in the back ground. 

Reminded me of a flare dropping from the sky.

((NUFORC Note: We have amended the date above. PD))
Shape: Teardrop
Duration: 10 seconds
Characteristics: The object left a trail, The object landed",US,
266574,5604172,1967-04-14 12:00:00,1.0,,,7.0,BB-11660l,,MX,
286602,5297792,1956-06-10 12:00:00,1.0,46.25024,-94.25055,7.0,BB-4133,,US,
293538,5188409,1952-07-05 16:00:00,577.0,47.25288,-122.44429,2.0,S35041,"6 spheres flying in formation over military base in Tacoma Wash. the size of 747's.

I was about 12 at that time. A friend of mine and I decided to continue practice softball after everyone had left. I hit a high ball and as I watch it I noticed six spheres flying in formation. Told my friend to look up and he and I watched them for about 2 minutes. It was a arc'd flight in the vacinity of Fort Lewis. They were in formation as one then two and again one then two. Based on the size and distance away and because McCord Airforce Base was close by, I now estimate the size to be that of a Boeing 747. When we ran home we turned on the radio to a talk show and they said that over 100 people had called in asking if the Air Force was testing a new type of flying vehicle.

In 1957 when I had returned home from a date, I glaced to the northern sky overlooking Tacoma and noticed a disk shaped object the size of a Boeing 727 flying over Tacoma in and out of clouds. This lasted about 30 seconds due to the cloud cover. No noize and the object was metallic with what looked like windows around the perimeter of the DISK.

IN 1965 I student taught in Bellingham, Washington. In a science class I mentioned the fact that I did see a UFO once. An indian boy of age 14 came to me later because he did not want to be ridiculed and told me of an incident when he viewed a UFO hover overhead and then take off directly upwards at high speeds.

In 1968 I was a system engineer at Boeing after finding out how little teachers get payed since I also had a degree in Physics. I was in a car pool. I mentioned once that I had seen a UFO and one of the other fellows remarked that he had seen a cigar shape UFO once.

In 1969 I was a manager of system development at Boeing and one of my employees told me during lunch that when he was traveling to California from Washington, six USO flew overhead and caused some interference such that the cars on the freeway stalled out.

In 1980 as manager of On Line Systems for an insurance company in Galveston, Tx.

I again mentioned the fact that I did experence seeing a UFO and one of the staff members said that he say a small sphere flying around his neighborhood in a northern state (don't remember which one.) In 1981 again at lunch I mentioned something about UFO's and computer operator overheard what I had said and talked to me in primvate saying that he say a disk shape UFO ffying over the causeway one day when he was coming to work.

In 2004 while downloading a large file, I stumbled onto your web site and noticed that we are the only ones that have seen it.

I sometime wonder if the Star of Bethlaham seen by the wisemen when Jesus was born was not a UFO sent to this planet in recognition of a highly significant event, Since the Star could not really be a star as described.

((NUFORC Note: We have requested that the witness re-submit each of the reports individually. PD))
Shape: Sphere
Duration: 2 MINUTES
Characteristics: The object left a trail",US,
287724,5188372,1955-07-11 12:00:00,2.0,35.37329,-119.01871,7.0,BB-3638.5,Result: Meteor,US,
33933,5225854,2019-07-03 00:00:00,104.0,43.38621,-79.83713,1.0,101721,"Black triangle; 4 pulsating red lights on either side; bright white blinking white in the centre.

Black triangle; 4 pulsating red lights on either side; bright white blinking white in the centre. Saw from the street at midnight above the horizon of house, approximately 2km or less away and high. About the size of my point finger nail' if I stuck it up in the sky.
Craft was slowly on a path heading towards Lake Ontario from the North. No sound. Halted and sat for a few minutes (1-5) then slowly descended into the horizon of the roofs of houses and the tree line.",CA,
9458,5204628,2021-05-30 19:51:00,25.0,33.73974,-116.41279,1.0,115893,"Cigar shape ufo hovering over the San Jacinto mountains.

Cigar shape object hovered over mountains for several minutes and then jetted downward.  Object was reflective",US,
235662,5193164,1988-10-27 12:00:00,18.0,51.75368,-0.44975,11.0,DEFE-31-177-56,"1 blue, oblong object, very bright, moving straight N to S

Catalog Entry: DEFE-31-177-56
Shape: oblong
Size: unk",GB,
47349,5429775,2018-03-05 17:30:00,78.0,33.12599,-81.34261,2.0,S139368,"Shiny object passes commercial airline like sitting still.

Saw bright object flying beside commercial aircraft and pass it very quickly. It seemed to stop in the clouds. 

About 45 mins later a military chinook helicopter seemed to be investing the area.

((NUFORC Note: We spoke via telephone with the witness, and he seemed to us to be quite sincere, and sober-minded. We suspect that he is an excellent, and highly reliable, witness. PD))
Shape: Circle
Duration: 1 minutes",US,
96497,5405689,2014-07-05 23:00:00,165.0,46.25024,-94.25055,2.0,S111351,"A ball of fire with a white light at the bottom middle, slowly passing by hugging the tree tops!

Myself and two friends were hanging out on the deck talking when we noticed something different. A round red object about 20 yards from us moving just above the tree line. Maybe the size of a beach ball. 

It was silent, moving slowly across the sky hugging the tree tops. So close to us! It almost looked like a ball of fire with a white light in the middle on the bottom. 

The lights were pulsing. It kept sowly traveling away from us until out of sight. It was not fireworks! Not a plane! This was something we had never seen before! 

We did get pictures but it was kind of far away by the time we had the cameras out. 

How wierd and cool!
Shape: Fireball
Duration: 4 minutes
Characteristics: There were lights on the object, There was an aura or haze around the object",US,
276924,5498287,1962-07-09 12:00:00,2.0,39.70617,-84.21938,7.0,BB-7993,Result: Satellite,US,
200109,5228433,2002-07-30 20:40:00,426.0,38.9459,-84.6805,2.0,S24068,"10 to 20 second fly by in south western sky in Union Kentucky mysterious no noise, super fast, near CVG.

Looking out my kitchen window as the sun was setting I see a majority of airplanes approaching CVG to land, and even see planes pass by way up in the sky. My family are a bunch of pilots and I have been taught by them how to identify aircraft in the sky.

Around 8:40pm looking out I noticed a group of birds flying just above the horzion and above a tall tree, so I can imagine the birds were about 80 to 200 feet above. As soon as I watched the birds fluttering up and down heading from left to right across my window I noticed another object about the same size as the birds from my distance, but it didn't flutter. It went really fast, faster than any bird and it kept very straight and steady. And it seemed to be just above the birds, but as quick as it was I really couln't tell the distance from the object to the ground. I would say it lasted between 10 seconds to 20 seconds that I saw it. By that time the object has disappeared out of my sight and the birds were still just making it barely to the half way point of my vision from my window. The object passed the whole window, so I can use that as a measuring tool. The speed astounded me, because it was unreal. When airplanes approach or fly over, you hear them from inside my house. There was no noise from the craft. No sonic boom, nothing! Note airplanes you can make out a shape because they are not that fast to the point that you can't tell its an airplane. Everyone knows this. Of course it could be the airforce, but then there would of been some sonic boom or some noise. I wonder if anyone else noticed this object. Lastly, there were planes in the sky above, and they definitly could not compare to the unidentified object that I saw, meaning there was clearly something unusual about what i saw compared to a cesna, 747, 737, 777, or any other commericial and non commerical aircraft.

((NUFORC Note: We suspect the witness implies a date of July 30th, 2002. We have amended the date here. PD))

((FOLLOW-UP COMMUNICATION FROM WITNESS))

it was July 30, 2002, in the evening!
Shape: Unknown
Duration: 10-20 seconds
Characteristics: There were aircraft in the vicinity or aircraft chasing the object",US,
292394,5192158,1952-08-29 12:00:00,1.0,40.33565,-75.92687,4.0,017683,,US,
24244,5466598,2020-03-12 04:30:00,274.0,53.10223,-1.0332,1.0,107021,"very bright star like lights very very high well above a normal plane.

i went outside in the early hours of Thursday the 12th march 2020 . i was looking at the stars and thinking i must learn more about the star formations when i noticed o star move. i watched and it became apparent that it was not a star and was moving quite fast in an easterly direction. it was extremely high in the sky, way above a normal plane which came a few minutes later. i could hear the engine of the normal plane but after it had gone the lights i was watching had no sound i could hear. after a minute of watching the first light, i saw another it appeared from nowhere and followed the first light in the same direction. the first light seemed to stop and looked like a large star. the second light headed towards it. i counted 16 of these individual lights. there was of a streak of light to my left which disappeared. some of the lights overtook the one in front of it some seemed to stop and let the other light overtake they came quite close to each other and all went in the same direction towards the first light. they were bigger than a star but smaller than satilghts. i went in the house as i was extremely cold and it was by now 4.45 am. i know they were not normal planes that carry passengers as they pass over my house all the time. i would like to know if anyone else saw this or knows what they where.",GB,
295397,5188706,1950-11-14 12:00:00,16.0,24.55524,-81.78163,4.0,015866,An object was tracked by radar. An unidentified object was tracked by radar only. Explanation: Aircraft.,US,
228876,5192319,1994-03-06 20:00:00,5.0,40.8831,-85.49748,4.0,002765,Strange rotating orange spinning lights,US,
24347,5269278,2020-03-08 21:11:00,79.0,38.61755,-90.34928,1.0,109350,"4 points of light in formation with some rotation of lights.

I had recently purchased a Night Vision Device. Went outside to gaze the night sky, within seconds noticed the objects in a pattern. Then i drop the NVD to to observe with my eyes, but could not see them. Then went back to NVD, then remembered that i could record it, and i did for 9 seconds.. Objects apeard to shift/rotate slightly as they moved out of sight",US,
22459,5234299,2020-04-16 21:05:00,165.0,34.15778,-118.63842,2.0,S155386,"13 White lights with no sound traveling very high and fast in a linear fashion over 5 minutes

Objects were very small, white lights in the night sky moving at a very fast pace. Not usual aircraft lights, no sound and were very high up. There were approximately 13 or more spaced apart equally traveling from a northern direction southbound. The last one seen emitted a flash of light. Approximate time frame from seeing the first one to the last one was about 5 minutes.

I have good knowledge of aircraft and how they look in the sky at most altitudes and there were other aircraft in the area as normal. This sighting was ongoing lights at equal lengths, one after another at an extremely high altitude almost not visible to the eye. I even checked Flight Radar 24 and there were no aircraft on the radar in this particular space.
Shape: Light
Duration: Continues
Characteristics: There was an aura or haze around the object",US,
77073,5213839,2015-09-27 21:30:00,274.0,43.58626,-119.0541,1.0,73135,"{cak} UFO FLAP Orange lights (not lanterns) appearing, and moving in the sky.

In 2012 I witnessed orange lights doing amazing acrobatics in the sky and it blew my mind. I was 16 miles SW of Burns, OR, out in the desert.

I told anyone who would listen. I made a Facebook page to see if other people have seen them. I soon found out that lots of people have seen them. Since then I've been out numerous times(to no avail)to see them again. I always take a camera when I am out at night. I had gone to the top of a butte behind town to see the lunar eclipse, and I saw the lights again. I am terrible at judging distance at night, and so I can't judge the size of things either. I was able to figure out later that they were at least 10 miles away. That would make them good sized. 

The lights are a golden-orange. At first there were two,due south and they were blinking on and off in unison. Then another came on to the southwest. I was able to zoom in enough with my lens to get some photos and video. What I couldn't see with my eyes was a dimmer red-orange light that stayed on and would only change brightness slightly. The orange lights were very bright and would come on near the red light, and either go out after a few seconds, or begin to move slowly toward the West. They blinked out occasionally as they were moving, and then disappear. Their movement was into the wind. They continued like that for an hour.",US,
254038,5226940,1974-07-15 19:30:00,65.0,49.25014,-84.49983,2.0,S22961,"Big Orange sphere traveling very high rate of speed,no noise like a sonic boom,no vapor trail left,no descending like something falling.

Whatever it was still amazes me and the others to this day even after twenty eight years. Sorry this is reported so late

((NUFORC Note: Date is approximate. PD))
Shape: Sphere
Duration: 3 seconds
Characteristics: There was an aura or haze around the object",CA,
277248,5583341,1962-04-21 12:00:00,1.0,,,7.0,BB-7872,,,
216738,5275750,1998-10-14 11:30:00,2.0,,,4.0,178674,Golfer incident.,US,
145827,5393257,2011-04-23 22:05:00,125.0,39.02728,-84.58494,1.0,28795,"saw flying object wth lights on bottom

My husband and I were sitting on our balcony and I was looking into the night sky. To my left, I noticed a distant light that first struck me as a possible shooting star, but as it moved i noticed there were about 3 lights beneath the craft and realized it wasn't a shooting star at all. it moved so quickly and disappeared almost immediately.

The most interesting thing is that my husband and i witnessed another unidentifed hovering red orb that had an egg shape and would disappear and reappear. it often changed shape from an oval to a sphere to an oblong shape. This occurred only two days prior to this sighting. 2 in 1 week.",US,
15396,5232457,2020-10-15 06:15:00,136.0,,,1.0,111825,"Watched maybe 60- 80 lights traveling single file , some in pairs , heading north west over the sky last about 10 minutes

About to get into my truck on the way to work at exactly 6:15 am , and i looked up at clear sky and observed at least 50-60 lights traveling single file or in a few cases a pair side by side , heading north to north west in the sky , to high to record anything on my cell phone 
this lasted at least around 10 min.
I just want to know what they were, was it multiple squadrons of fighter jets ????  would be nice if you could look into it ,at least give me peace of mind , i have never witnessed anything like it before in my life .",CA,
267887,6046553,1967-01-15 12:00:00,48.0,39.25024,-111.75103,8.0,UR-19670115-1,"Big, yellow glow form inside dome, hovered, moved slowly.. . 

Catalog Entry: UR-19670115-1
Local Time: 18:00
Shape: Convex Plane; Dome Shaped
Size (Meters): big
Trajectory (Lift / Propulsion): Direction: straight up
 Movement: hovered, moved slowly. Move up, then stop.
 Speed:
 Distance: 2 miles
 Altitude:
 Angle of Observation:
 Effects:",US,
282486,5211793,1958-05-17 20:15:00,16.0,13.40882,122.56155,4.0,030439,A meteor-like object was observed. One object was observed for under one minute (Risacker). Explanation: Meteor.,PH,
209720,5195036,2000-05-17 19:30:00,133.0,35.61452,-88.81395,2.0,S14910,"Sphere of light traveling in opposite direction disappear before near certain collison

On 5-17-00 at about 19:30 I was walking from my house to the garage when I saw what appeared to be a small ball of light traveling slowly across the sky in a north easten direction.It was almost directly above when it slowed to almost a stand still and flured out to about three times it orignal size and turned a bright blue color before it acclarated extreamly fast streight up in the sky.At the same time there was another ball of light like the first one traveling in a south westernly direction. The two objects appeared to just disappear before it seemed they were going to collied with each other.
Shape: Sphere
Duration: 30-45 sec.
Characteristics: The object changed color",US,
